MLBAM,First,Last,Bats,Throws,M,D,Y
544832,Joshua,Eachues,B,R,03,20,1985
544833,Frank,Santana,R,R,02,21,1989
593610,Julian,Hilario,R,R,08,17,1990
592146,Christian,Bisson,L,R,08,14,1989
424625,Jason,Kershner,L,L,12,19,1976
544838,Miguel,Gonzalez,R,R,12,03,1990
593611,John,Marinez,R,R,9,23,1992
448327,Fernando,Cortez,L,R,8,10,1981
570240,Felix,Pena,R,R,02,25,1990
448323,Landon,Stockman,R,R,8,28,1979
448322,Ian,Ostlund,R,L,10,17,1978
424705,Seung,Song,R,R,6,29,1980
489129,Michael,Mlotkowski,R,R,11,14,1981
489126,Mark,Minicozzi,R,R,2,11,1983
453186,Scott,Maine,L,L,02,02,1985
453185,Chase,Lirette,R,R,6,09,1985
489125,Gus,Milner,R,R,4,21,1984
489122,Kyle,Miller,R,R,09,01,1986
456768,Hector,Santana,R,R,2,04,1988
453181,Matt,LaPorta,R,R,01,08,1985
489121,Bradley,Miller,R,R,12,11,1985
444851,Derek,Griffith,L,L,10,28,1982
459359,Ryan,Knox,R,R,6,28,1977
501844,Isaias,Garcia,R,R,8,20,1984
488838,Joseph,Dickerson,L,L,10,03,1986
501842,Ryne,Tacker,R,R,02,02,1984
592098,Jordan,Akins,R,R,04,19,1992
501840,Larry,Cobb,R,R,7,10,1985
459350,Jimmy,James,R,R,10,16,1984
459351,Emilio,Linares,B,R,5,01,1986
459352,Jake,Blalock,R,R,8,06,1983
592096,Cesar,Aguilar,R,R,05,15,1992
488837,Wilfredo,Diaz,L,L,1,22,1987
501848,Paul,Howell,L,L,09,06,1987
592092,Hunter,Ackerman,L,L,10,24,1990
597772,Angelo,Leclerc,R,R,10,09,1991
450576,Robert,Leonhardt,R,R,09,27,1984
444857,Scott,Feldman,L,R,2,07,1983
444320,J.,Sherrill,B,R,8,11,1980
597113,Daniel,Johnson,L,R,08,30,1989
450572,Bryan,Henry,R,R,02,15,1985
597111,Luis,Ramirez,R,R,06,15,1988
444852,Horace,Lawrence,L,L,1,06,1981
572269,Jacob,Wilson,R,R,08,12,1987
593623,David,Diaz,R,R,9,24,1990
542166,Cristian,Hirland,R,R,05,30,1991
542167,Juan,Mojica,R,R,02,13,1989
510721,Ramon,Soto,R,R,08,19,1987
542161,Hamsen,Batista,L,L,07,12,1990
501546,Stanly,Vizcaino,R,R,10,09,1988
542163,Anderson,Bocio,R,R,11,13,1988
520209,Konrad,Schmidt,R,R,08,02,1984
520208,Orlando,Cabrera,R,R,10,25,1989
501744,Keisy,Marte,R,R,12,14,1988
458908,Arthur,Santos,R,R,2,20,1982
571658,Jeffrey,Farnham,R,R,08,30,1987
596838,Po-Cheng,Chi,R,R,10,31,1990
572868,Anthony,Giansanti,R,R,09,28,1988
592671,Roberto,Reyes,R,R,08,01,1990
578428,Jose,Iglesias,R,R,1,5,1990
488970,Kody,Hinze,R,R,07,29,1987
570727,Dudley,Leonora,R,R,12,15,1991
456751,Josh,Carter,R,R,11,05,1980
446150,Aric,Van Gaalen,R,L,8,25,1984
458512,Juan,Maldonado,R,R,12,4,1980
456755,Josh,Parker,R,R,1,12,1981
458514,Basilio,Alvarez,R,R,1,02,1984
456757,John,Fagan,R,R,8,08,1979
456756,John-paul,Davis,R,R,12,20,1978
454663,Charlie,Anderson,L,R,10,2,1981
454662,Brian,Akin,R,R,10,13,1981
518778,Keaton,Hayenga,R,R,07,10,1988
454667,Paul,Gran,R,R,04,07,1986
593994,Franmy,Pena,B,R,6,8,1992
593821,Eury,Cantalizo,R,R,9,4,1991
518772,William,Harris,L,L,01,19,1985
518773,Brian,Harrison,R,R,12,15,1988
488743,Will,Brown,L,L,10,09,1987
454668,Aaron,Jackson,B,R,3,28,1986
518776,Cody,Hawn,L,R,08,11,1988
440351,Jesus,Feliciano,L,L,6,06,1979
488747,Steven,Bryant,R,R,9,10,1982
518775,William,Harvil,R,R,06,17,1987
539438,Scott,Diamond,L,L,07,30,1986
539439,Jay,Pacella,R,R,12,26,1983
517668,Luis,Mercedes,R,R,04,16,1989
518788,Andrew,Hess,R,R,11,06,1984
425496,Cody,Ross,R,L,12,23,1980
476454,Dellin,Betances,R,R,3,23,1988
542263,Ricardo,Olivo,R,R,11,5,1990
473137,Lee,Gronkiewicz,R,R,8,21,1978
463040,Jose,De Los Santos,R,R,02,17,1985
523408,Adam,Bowling,R,R,01,16,2007
430101,Chad,Cordero,R,R,3,18,1982
591971,Breyvil,Valera,B,R,8,1,1992
542261,Hector,Velazquez,R,R,03,30,1989
543162,Rob,Flanigan,L,R,08,14,1987
598575,Justin,Schumer,R,R,08,02,1988
425493,Franklin,Perez,R,R,6,10,1978
501944,Justin,Pickett,R,R,6,16,1985
542267,Jonathan,Correa,R,R,09,13,1990
502192,Sean,Gleason,L,R,08,21,1985
572865,Hawkins,Gebbers,R,R,07,29,1986
573082,Brian,Peacock,L,L,05,07,1990
123438,Bubba,Trammell,R,R,11,06,1971
572250,Kirk,Wetmore,L,L,03,17,1989
133381,Roberto,Ramirez,L,L,8,17,1972
123431,Steve,Trachsel,R,R,10,31,1970
542264,Raynolds,Guzman,R,R,03,16,1990
113358,Mike,DiFelice,R,R,5,28,1969
593627,Kevin,Weijgertse,R,R,2,22,1991
595189,Brent,Ebinger,R,L,06,30,1988
471868,Alberto,Gonzalez,R,R,4,18,1983
463014,Jose,Castillo,R,R,12,23,1984
471865,Carlos,Gonzalez,L,L,10,17,1985
471866,Manuel,Ferrer,R,R,2,04,1985
463015,Ben,Rosenthal,L,R,7,25,1979
458679,Joshua,Bell,B,R,11,13,1986
121693,Benito,Santiago,R,R,3,9,1965
543610,Jesse,Orosco,R,R,07,03,1987
470514,Jorge,Mitchell,R,R,9,18,1984
502033,Charles,Brewer,R,R,04,07,1988
543568,Michael,Moras,R,R,09,11,1985
459320,Jonathan,Schuerholz,B,R,6,25,1980
543562,Brandon,Moore,R,R,01,24,1986
285080,Matt,Miller,R,R,11,23,1971
543567,Jason,Morales,R,R,12,09,1985
457787,Danny,Espinosa,B,R,04,25,1987
543565,Brett,Moorhouse,R,R,06,28,1987
543564,Zachary,Moore,L,R,08,06,1988
595105,Matt,Abraham,R,R,01,27,1987
457786,Anthony,Vasquez,L,L,09,19,1986
501942,Robert,Jacobsen,R,R,8,30,1984
456804,Christopher,Jones,R,R,2,27,1983
595183,Auburn,Donaldson,B,R,04,09,1988
593736,Bien Benil,Acenor,R,R,6,19,1992
459324,Blair,Irvin,L,R,5,16,1983
501863,Kevin,Gunderson,R,L,9,16,1984
595181,John,Dishon,R,R,03,21,1989
573090,David,Peters,R,R,01,26,1991
595186,Blair,Dunlap,R,R,07,02,1987
457782,Gregory,Cain,R,R,5,01,1987
598558,Cale,Owen,B,R,03,26,1987
595187,Henry,Dunn,R,R,03,26,1989
501941,Christopher,Pettit,R,R,8,15,1984
454440,Thomas,Brice,L,L,8,24,1981
455136,Robert,Stiehl,R,R,12,09,1980
217915,Lew,Ford,R,R,8,12,1976
455139,Robinson,Chirinos,R,R,6,05,1984
430584,Terry,Tiffee,B,R,4,21,1979
597091,Jose,Munoz,R,R,04,04,1992
448241,Justin,James,R,R,9,13,1981
596798,Austin,Lucas,R,R,12,05,1987
596799,Matison,Smith,R,R,06,26,1988
596796,Jhonatan,Gomez,R,R,08,24,1983
596797,Marcus,Jensen,R,R,08,21,1991
596795,Bryan,Longpre,R,R,07,13,1987
596790,Cody,Lassley,R,R,05,17,1987
596791,Garrett,Maines,R,R,02,07,1987
572686,Daniel,April,L,L,11,08,1986
572684,Zach,Anderson,R,R,10,20,1986
572685,Mark,Angelo,R,L,07,15,1986
572682,Justin,Anderson,L,L,10,21,1987
489071,Andrew,Lopez,R,R,1,18,1987
507008,Ryan,Quigley,L,L,09,11,1987
470118,Juan,Camilo,L,R,6,24,1976
462507,Javier,Rumbos,R,R,7,05,1985
430585,Jason,Kubel,L,R,5,25,1982
448242,Tony,Gwynn Jr.,L,R,10,04,1982
435263,Brian,McCann,L,R,2,20,1984
456540,Jonathan,Douillard,L,R,1,24,1982
593719,Dubeny,Soto,R,R,10,30,1988
578570,Juniel,Querecuto,B,R,09,19,1992
450566,Chuckie,Caufield,B,R,7,06,1983
430577,Yobal,Duenas,R,R,5,04,1972
519250,Dustin,Sasser,L,L,09,13,1985
456378,Scott,Beerer,R,R,7,04,1982
544239,Javier,Berroa,R,R,08,05,1987
491319,Steve,Harris,R,R,9,24,1984
452291,Henry,Owens,R,R,4,23,1979
444853,Justin,Ruchti,R,R,12,11,1980
575410,Cristian,Araujo,R,R,04,22,1992
425541,Alfredo,Gonzalez,R,R,9,17,1979
123691,Guillermo,Velazquez,L,L,4,23,1968
123699,Dario,Veras,R,R,3,13,1973
115174,Marquis,Grissom,R,R,4,17,1967
577308,Kirk,Clark,R,R,07,19,1988
453529,Ethien,Santana,L,L,1,25,1984
542761,Joantoni,Garcia,R,R,09,09,1990
542766,Kelvin,Ferreira,L,L,10,31,1990
456008,Victor,Kleine,L,L,9,12,1979
118469,Darrell,May,L,L,6,13,1972
593683,Bjorn,Hato,R,R,6,26,1991
444448,Brian,Bixler,R,R,10,22,1982
434638,Brian,Burres,L,L,4,08,1981
434639,Scott,Munter,R,R,3,07,1980
519057,William,Mottram,L,R,11,14,1984
501868,Zach,Clem,R,R,9,20,1983
434632,Evan,Fahrner,R,R,3,04,1978
434633,John,Baker,L,R,1,20,1981
434630,Eli,Whiteside,R,R,10,22,1979
434631,Shawn,Garrett,B,R,11,02,1978
434636,Angel,Pagan,B,R,7,02,1981
434637,Matt,Lindstrom,R,R,2,11,1980
434634,Jason,Perry,L,R,8,18,1980
469580,Kendy,Batista,R,R,7,05,1981
469111,Wilton,Noel,R,R,1,01,1983
469113,Francisco,Conopoy,R,R,5,31,1987
501686,Sergio,Collado,R,R,5,19,1986
469114,Jeffrey,de Vrieze,R,R,1,20,1986
456119,Justin,Knoff,R,R,6,22,1981
456118,Jason,Waugh,R,R,12,3,1980
593912,Ercilio,De La Cruz,B,R,10,28,1992
593911,Francisco,Santana,L,L,2,1,1993
456113,James,Jurries,R,R,4,13,1979
456112,Erik,Rico,L,L,1,21,1980
501751,Rafael,Brazoban,R,R,12,12,1987
458670,Trevor,Hurley,R,R,07,28,1987
502014,Steven,Evarts,L,L,10,13,1987
502015,Tony,Brown,L,L,01,26,1988
454988,Christopher,O'Riordan,R,R,1,29,1980
495506,Edgar,Huerta,L,L,5,23,1978
461348,Derik,Nippert,R,R,5,06,1981
507067,Eddie,Burns,R,R,09,21,1985
502012,Casey,Mulligan,R,R,10,05,1987
519446,Tyrell,Worthington,R,R,08,02,1988
461344,Jayce,Tingler,L,L,11,28,1980
461345,Carl,Loadenthal,L,L,12,27,1981
502548,Andrew,Dunn,R,R,09,03,1986
502549,Ronnie,Welty,R,R,01,19,1988
454986,Nelson,Trifolio,R,R,1,30,1985
487666,Josue,Calzado,R,R,11,06,1985
519153,Daniel,Prieto,L,L,04,22,1988
461343,Jordan,Belcher,R,R,2,17,1984
503941,Sergio,Perez,R,R,12,05,1984
503940,Matt,Clark,L,L,3,12,1987
460349,Carlos,Rosa,R,R,9,21,1984
460348,Gustavo,Camacho,R,R,10,17,1984
425429,Andy,Phillips,R,R,4,06,1977
425428,Jorge,De Paula,R,R,11,10,1978
136262,Jeremy,Powell,R,R,6,18,1976
150001,Brian,Cooper,R,R,8,19,1974
276540,Chuck,Smith,R,R,10,21,1969
466829,Juan Carlos,Garcia,B,R,10,10,1982
276542,Joaquin,Benoit,R,R,7,26,1977
276543,Jason,Grabowski,L,R,5,24,1976
460347,Moises,Hernandez,R,R,3,18,1984
276545,Michael,Young,R,R,10,19,1976
276547,Dewayne,Wise,L,L,2,24,1978
150003,Seth,Etherton,R,R,10,17,1976
453527,Sean,Kazmar,R,R,8,05,1984
446208,Luis,Martinez,R,R,04,03,1985
446757,Marquis,Pettis,R,R,9,09,1982
446207,Joshua,Geer,R,R,6,02,1983
446204,Alexander,Woodson,L,L,10,10,1985
453526,Jesse,Estrada,R,R,10,27,1983
519152,Clint,Pridmore,R,R,09,08,1986
572078,James,Robbins,L,L,09,26,1990
446201,Robert,Felmy,L,L,4,29,1984
424947,Ben,Diggins,R,R,6,13,1979
593680,Adrian,Abreu,R,R,06,14,1991
462494,William,Labasta,R,R,9,7,1985
462497,JC,Muniz,R,R,1,28,1976
489187,Elias,Otero,B,R,12,19,1987
462491,Jorge,Fermin,R,R,9,23,1985
462490,Kyle,Edlich,R,L,3,09,1986
462493,Michael,Mitchell,R,R,10,27,1981
525664,Rodney,Brantley,R,R,06,06,1985
489188,Louis,Ott,B,R,2,22,1985
445959,Michael,Knox,R,R,9,19,1983
525667,Stephen,Artz,R,R,04,23,1984
425843,Ruddy,Lugo,R,R,5,22,1980
150009,Ramon,Ortiz,R,R,3,23,1973
445953,Adam,Mannon,R,R,12,12,1983
445952,Russell,Petrick,L,L,2,12,1983
445950,Chad,Bailey,L,L,6,24,1983
445956,Mike,Musgrave,R,R,4,10,1984
445955,Simon,Beresford,R,R,1,2,1983
571467,Steven,Baron,R,R,12,07,1990
425648,Travis,Chapman,R,R,6,05,1978
571465,Jeremy,Barnes,R,R,04,13,1987
493504,Anthony,Bradley,L,L,07,10,1985
501244,Ramon,Mariano,B,L,11,01,1987
571461,Geoffrey,Baldwin,L,L,11,08,1990
571460,Nathan,Baker,L,L,12,27,1987
504085,Zach,McAngus,R,R,5,10,1984
593382,Domingo,Diaz,R,R,3,8,1992
553885,Cruz,Pereira,L,L,12,18,1990
502329,Mark,Dolenc,R,R,11,08,1984
425647,D. J.,Carrasco,R,R,4,12,1977
425646,Luis,Ayala,R,R,1,12,1978
519143,Ryan,Pope,R,R,05,21,1986
425842,Jonathan,Aceves,R,R,3,07,1978
453068,Michael,Costanzo,L,R,9,09,1983
456589,Jason,Bergmann,R,R,9,25,1981
519144,Rick,Porcello,R,R,12,27,1988
519145,Aaron,Poreda,L,L,10,01,1986
453064,Troy,Tulowitzki,R,R,10,10,1984
456585,Michael,O'Connor,L,L,8,17,1980
519148,Rich,Prall,L,R,01,29,1985
453067,Brae,Wright,L,L,11,01,1983
502324,Nicholas,Papasan,R,R,03,14,1988
593686,Darling,Aldwey,L,L,7,27,1992
452743,Jason,Urquidez,R,R,9,12,1982
502450,Alex,Curry,R,R,12,29,1987
424925,Clay,Condrey,R,R,11,19,1975
597895,Alfredo,Castellon,L,R,06,04,1992
452678,Asdrubal,Cabrera,B,R,11,13,1985
573211,Mark,Tracy,R,R,01,01,1988
110450,Cory,Bailey,R,R,1,24,1971
541077,Jeff,Dietz,R,R,01,28,1986
519157,Christopher,Province,R,R,01,20,1985
468649,Raul,Rodriguez,L,L,07,20,1968
489037,Jeffrey,Kunkel,B,R,3,11,1983
550298,Yorman,Rodriguez,R,R,08,15,1992
502321,Scott,Massey,R,R,8,16,1983
446132,Michael,Hollimon,B,R,6,14,1982
593685,Victor,Liriano,R,R,5,23,1993
571792,Matthew,Hopps,R,R,10,08,1985
571794,Kyrell,Hudson,R,R,12,06,1990
571797,Jeffrey,Hunt,L,R,02,13,1991
451530,Thomas,Piazza,L,R,10,9,1981
576169,Wester,Silva,R,L,01,10,1992
576168,Joshua,Acord,R,R,03,10,1990
450309,Johnnie,Wiggins,L,L,10,15,1982
150439,Gary,MatthewsJr.,B,R,8,25,1974
150438,Rodrigo,Lopez,R,R,12,14,1975
501220,Carlos,Gonzalez,R,R,8,31,1988
467146,Jean,Guillen,R,R,3,21,1984
406933,Larry,Bigbie,L,L,11,04,1977
446599,Simon,Williams,R,L,6,30,1982
150430,Luis,Vizcaino,R,R,8,06,1974
150433,Ben,Davis,B,R,3,10,1977
150435,Wiki,Gonzalez,R,R,5,17,1974
502143,Daniel,Valencia,R,R,9,19,1984
554189,Roberto,Espinoza,R,R,05,07,1992
592793,Luke,Taylor,R,R,07,14,1992
458676,Joshua,Lindblom,R,R,06,15,1987
592796,Shawn,Teufel,L,L,07,16,1986
458015,Joey,Votto,L,R,9,10,1983
445038,Jeffrey,Carroll,L,L,11,06,1984
468398,Luis,Torres,R,R,10,23,1984
452912,Blas,Cedeno,R,R,11,15,1972
519159,Benino,Pruneda,R,R,08,08,1988
468469,Albi,Lara,R,R,9,29,1986
501997,David,Christensen,R,R,2,11,1988
591994,Willy,Garcia,R,R,9,4,1992
493590,Kris,Dabrowiecki,R,R,03,23,1986
468461,Aregenis,Tavarez,B,R,2,19,1984
468466,Wady,Rufino,R,R,4,08,1985
468396,Alexi,Ogando,R,R,10,05,1983
491682,Carlos,Figueroa,L,L,8,03,1987
489822,Nicholas,Prosise,R,R,4,12,1984
491680,Enmanuel,Cabrera,B,R,9,08,1985
514090,Emmanuel,Pereyra,L,L,10,30,1988
408073,Brad,Cresse,R,R,7,31,1978
408072,Jason,Bulger,R,R,12,06,1978
408071,Tony,Zuniga,R,R,1,13,1975
544989,Michael,Zaccardo,L,R,04,08,1985
491688,Enerio,Del Rosario,R,R,10,16,1985
491689,Alexis,Marte,L,L,6,13,1985
489359,Scott,Taylor,R,R,12,28,1986
448842,Eulogio,De La Cruz,R,R,3,12,1984
499506,Adrian,Aviles,L,L,4,07,1989
461911,David,Cardona,R,R,11,07,1982
554232,Carlos,Gimenez,R,R,05,14,1990
554231,Ignacio,Geronimo,R,R,06,01,1991
554230,Amilcar,Gaxiola,L,L,10,27,1990
469180,Kelvin,Valenciano,R,R,12,19,1984
554236,Gerardo,Reyes,R,R,02,07,1991
554235,Alexis,Pinto,L,L,01,21,1990
554234,Williams,Perez,R,R,05,21,1991
461919,Daniel,Foli,R,R,3,30,1981
554239,Elmer,Reyes,R,R,11,26,1990
554238,Carlos,Franco,R,R,12,20,1991
448176,Christian,Lara,B,R,4,11,1985
488794,Matt,Cooksey,L,L,11,14,1982
505354,Emilio,Valera,R,R,7,23,1986
448175,Matt,Dryer,R,R,11,12,1979
400019,Tim,Hummel,R,R,11,18,1978
518540,Matt,Cavagnaro,B,R,08,11,1985
518543,Ryan,Chaffee,R,R,05,18,1988
518542,Juan,Centeno,L,R,11,16,1989
518545,Adron,Chambers,L,L,10,08,1986
518544,Brad,Chalk,L,L,01,20,1986
518547,Austin,Chambliss,L,R,02,19,1987
518546,Evan,Chambers,R,R,03,24,1989
518549,Nicholas,Chigges,R,R,09,23,1984
518548,Kevin,Chavez,R,R,06,24,1989
477407,Francisco,Cervera,R,R,,,
400014,Brian,West,R,R,8,04,1980
124315,Woody,Williams,R,R,8,19,1966
543434,Brett,Lawrie,R,R,1,18,1990
573107,Zachary,Quate,R,R,09,12,1987
573104,Addison,Proszek,R,R,04,17,1987
489318,Jeramy,Simmons,R,R,9,30,1982
573103,Marcus,Proctor,R,R,08,21,1991
571975,Jack,Murphy,B,R,04,06,1988
573101,Jared,Prince,R,R,05,25,1986
501895,Andrew,Bouchie,R,R,8,06,1985
132220,Jarrod,Washburn,L,L,8,13,1974
484552,Joel,Hinojosa,R,R,4,06,1974
328692,Morgan,Burkhart,B,L,1,29,1972
573109,Alejandro,Ramos,R,R,09,20,1986
572734,Isaiah,Brown,R,R,10,16,1989
451534,Jordan,Pratt,R,R,5,17,1985
408250,Jimmy,Serrano,R,R,5,09,1976
488660,Joshua,Alley,L,L,9,06,1983
571597,Brice,Cutspec,L,R,12,07,1987
523894,Dieudone,Paul,L,L,09,28,1987
489030,Paul,Kometani,R,R,12,24,1982
514894,Carlos,Quevedo,R,R,09,30,1989
488994,Christopher,Jean,R,R,10,31,1982
488995,Andrew,Jenkins,R,R,7,23,1983
488996,Jeremy,Jirschele,R,R,11,14,1982
592135,Cameron,Bedrosian,R,R,10,02,1991
488990,Brett,Jackson,R,R,9,28,1984
571494,Daniel,Black,L,R,08,19,1988
592130,Daniel,Barnes,L,R,10,21,1989
523650,Jose,Rosario,R,R,02,16,1986
524328,Tyler,Evans,R,R,05,02,1984
474103,Dustin,Gibbs,R,R,05,12,1984
488999,Deryck,Johnson,L,L,4,11,1987
543776,Jack,Shuck,L,L,06,18,1987
492888,Carlos,Sosa,R,R,12,24,1980
570789,Felix,Bido,R,R,08,07,1991
488661,John,Alonso,R,R,2,19,1986
492880,Bayron,Zepeda,L,L,8,29,1987
477132,Clayton,Kershaw,L,L,3,19,1988
346872,Randey,Dorame,L,L,1,23,1979
534801,Trey,Manz,L,R,09,01,1987
457910,Eugene,Espineli,L,L,9,08,1982
449488,Thomas,Fulmer,R,R,1,14,1980
501902,Kendal,Volz,R,R,12,2,1987
595467,James,Wood,L,L,12,19,1987
453646,Carlos,Villanueva,B,R,11,28,1983
473659,Daniel,Guerrero,R,R,7,21,1985
407887,Tony,Alvarez,R,R,5,10,1978
473652,Steven,MacFarland,R,R,11,17,1985
469184,Estanlin,Morillo,R,R,2,08,1988
429402,Jeff,Pickler,L,R,1,6,1976
429400,Adam,Loewen,L,L,4,09,1984
462830,Mayo,Santana,R,R,8,23,1981
540937,Carlos,Pupo,R,R,08,29,1985
430570,Rhett,Parrott,R,R,11,12,1979
540938,Luis,Pimentel,R,R,12,30,1988
470047,Mario,Santana,R,R,05,23,1976
501459,Daniel,Vinicio,R,R,10,07,1985
501458,Wanel,Vasquez,R,R,1,15,1987
597191,Pedro,Rodriguez,R,R,04,12,1991
501451,Juan,Bautista,R,R,5,16,1987
501450,Rafael,Baez,L,L,6,12,1986
501453,Jorge,Heredia,R,R,7,07,1987
501452,Manuel,De La Cruz,R,R,10,31,1986
467162,Wilson,Inoa,R,R,3,18,1987
501454,Jose,Pinales,R,R,9,01,1985
501457,Jose,Taveras,L,L,11,10,1987
501456,Danny,Taveras,R,R,8,02,1986
501246,Keylin,Martinez,L,L,9,05,1987
451192,James,Adduci,L,L,5,15,1985
450322,Chris,Tritle,R,R,6,22,1982
450320,Carmen,Pignatiello,R,L,9,12,1982
518985,Roberto,Marquez,R,R,01,05,1985
598866,Blaine,Sims,L,L,03,10,1989
450324,David,Gil,R,R,10,01,1978
450325,Habelito,Hernandez,R,R,1,11,1981
516848,Diomedes,Lopez,R,R,01,30,1989
553908,Rosmel,Fajardo,R,R,07,19,1992
451605,Scott,Koerber,L,L,9,30,1982
468897,Miguel,Gonzalez,R,R,11,07,1978
553909,Gregorio,Machado,B,R,10,28,1991
457913,Alvaro,Garcia,R,R,06,15,1986
519708,Douglas,Landaeta,R,R,11,25,1988
123595,Ismael,Valdez,R,R,8,21,1973
123596,Marc,Valdes,R,R,12,20,1971
123597,Pedro,Valdes,L,L,6,29,1973
452253,Spencer,Grogan,L,L,10,10,1982
112901,Jacob,Cruz,L,L,1,28,1973
517013,Jose,Monegro,R,R,03,22,1990
517011,Joselo,Jasco,R,R,10,12,1988
517016,Ronny,Ozoria,R,R,06,05,1989
517017,Robinson,Reyes,L,L,11,15,1988
517014,Victor,Mateo,R,R,07,27,1989
458731,Brett,Gardner,L,L,8,24,1983
502229,Alex,White,R,R,8,29,1988
489031,David,Koons,R,R,3,13,1984
446596,Joshua,Ward,R,R,4,01,1986
502223,Jonathan,Del Campo,B,R,5,18,1988
502222,Dillon,Baird,L,R,01,13,1988
502518,Kyle,Lafrenz,R,R,02,06,1987
502220,Jacob,Eigsti,R,R,6,13,1984
218694,Mike,Colangelo,R,R,10,22,1976
539602,Caleb,Curry,R,R,04,23,1986
502225,Jeffrey,Dunbar,R,R,06,08,1985
502224,Michael,Wagner,R,R,12,17,1984
519453,Brett,Zawacki,R,R,05,02,1989
553900,Ervis,Manzanillo,L,L,08,25,1989
333492,Aubrey,Huff,L,R,12,20,1976
514968,Wondy,De Los Santos,B,R,01,03,1990
553901,Yovan,Silva,R,R,02,06,1990
449162,Angel,Salome,R,R,6,08,1986
453963,Marshall,Hubbard,L,R,4,16,1982
460110,Tyler,Bullock,R,R,1,22,1984
446597,Kyle,Warren,L,L,3,21,1986
449896,Anthony,Dewitt,R,R,5,30,1982
468288,Jose,Mercedes,R,R,7,16,1982
453964,Erwin,Jacobo,R,R,6,15,1985
123773,Terrell,Wade,L,L,1,25,1973
407133,Scott,MacRae,R,R,8,13,1974
553906,Enderson,Villegas,R,R,01,31,1992
545358,Max,Stassi,R,R,03,15,1991
521030,Ciro,Rosero,R,R,07,25,1986
545356,David,Nick,R,R,02,03,1990
545354,Marlon,Mitchell,L,R,09,30,1990
489987,Cody,Cure,R,R,8,3,1982
545352,Jonathan,Meyer,B,R,11,01,1990
545353,Jiovanni,Mier,R,R,08,26,1990
502069,Nicholas,Hernandez,L,L,07,30,1988
476256,Steven,Figueroa,R,R,5,01,1988
465701,Marlon,Arias,L,L,9,01,1984
446594,Brandon,Tuten,R,R,10,01,1985
505449,Greg,Dicso,R,R,2,24,1984
465705,Brad,Harman,R,R,11,19,1985
506100,Satoshi,Yamazaki,L,L,04,08,1981
449897,Ryan,Ford,L,L,7,10,1982
114909,Chris,Gomez,R,R,6,16,1971
570718,Lorenzo,Montas,R,R,09,05,1990
571726,Steven,Grife,R,R,11,04,1986
506109,Taichi,Okazaki,R,R,6,20,1983
136723,Angel,Pena,R,R,2,16,1975
136722,Carlos,Guillen,B,R,9,30,1975
136725,Matt,Clement,R,R,8,12,1974
543005,Mark,Carver,R,R,04,01,1985
543006,Steven,Caseres,L,R,03,26,1987
136726,Mike,Kinkade,R,R,5,06,1973
543008,Alex,Castellanos,R,R,08,04,1986
570639,Yefri,Perez,R,R,02,24,1991
519380,William,Vazquez,R,R,02,22,1985
459979,Jason,Neighborgall,R,R,12,19,1983
592380,Ryan,Hartman,R,R,05,10,1992
461757,Jeremy,Schmidt,R,R,11,15,1979
461756,Jason,Columbus,R,R,9,27,1979
461753,Jonathan,Felfoldi,L,L,7,06,1981
461751,Scott,Dragicevich,R,R,6,28,1980
576030,Irving,Jimenez,L,R,11,16,1989
540204,Ramon,Rios,R,R,03,04,1988
111262,Ricky,Bottalico,L,R,8,26,1969
461759,Jed,Morris,L,R,3,04,1980
457965,Kalen,Gearhart,R,R,8,12,1985
570635,Joel,Jimenez,R,R,04,30,1992
457967,Jake,Serfass,R,R,12,15,1981
457966,Jose,Ortega,R,R,12,29,1980
574688,Max,Fearnow,R,R,01,17,1987
457960,Luke,Sargent,R,R,7,14,1982
457963,Randy,Newsom,R,R,5,06,1982
502488,Hector,Bernal,L,R,6,14,1986
502487,Jedidiah,Stephen,R,R,4,30,1984
446170,Guillermo,Martinez,R,R,10,05,1984
502485,Whitney,Robbins,L,R,9,25,1984
502484,John,Tritz,R,R,2,19,1984
457968,Joshua,Ellison,R,R,7,24,1983
502481,Jarrod,Dyson,L,R,8,15,1984
465448,Saul,Montoya,R,R,12,17,1980
595221,Adam,Gaylord,R,R,05,12,1988
595226,Michael,Gleason,R,R,03,12,1988
591612,Angel,Carreno,L,L,9,17,1990
595224,Paul,Gerrish,R,R,07,11,1986
516630,Robert,Diaz,L,L,02,12,1989
516633,Samir,Rijo,B,R,06,26,1990
595228,Nick,Graffeo,R,R,12,14,1987
593512,Jesus,Ortiz,R,R,1,6,1991
516634,Manuel,Rivera,R,R,07,02,1987
469192,Joel,Martinez,R,R,6,20,1985
592388,Andrew,Heid,L,R,12,14,1987
503578,Pablo,Menchaca,R,R,11,28,1987
446566,Emmanuel,Cividanes,L,L,10,31,1984
446565,Brandon,Carter,L,R,11,12,1983
446564,Eddie,Cannon,R,R,11,13,1981
592677,C. J.,Riefenhauser,L,L,01,30,1990
446561,Alex,Turner,R,R,9,25,1983
446560,Rhyne,Hughes,L,L,9,09,1983
503570,Andres,James,R,R,11,25,1987
503571,Johan,Yan,R,R,9,27,1988
503572,Julio,Estrella,R,R,3,17,1982
503573,Chase,Vacek,R,R,8,12,1983
496625,Brent,Krause,R,R,11,02,1981
503575,Felix,Carrasco,B,R,2,14,1987
503576,Sam,Carter,R,R,6,05,1983
503577,Yefri,Carvajal,R,R,1,22,1989
